19500813,997
19500814,989
19500814,995
19500814,995
19500815,987
19500816,980
19500817,962
19500818,958
19500819,953
19500821,987
19500821,990
19500822,1003
19500827,996
19500828,996
19500828,998
19500829,974
19500831,953
19500831,979
19500831,979
19500902,962
19500902,980
19500902,995
19500902,996
19500903,980
19500903,980
19500904,973
19500904,973
19500905,960
19500905,960
19500907,972
19500909,987
19500910,986
19500910,986
19500910,995
19500911,972
19500911,974
19500911,978
19500911,982
19500911,986
19500912,977
19500912,979
19500915,946
19501001,978
19501003,969
19501004,960
19501009,1002
19501010,980
19501010,990
19501015,992
19501016,985
19501017,988
19501018,955
19501018,955
19501018,975
19501018,983
19501019,989
19501019,990
19501019,990
19501019,992
19501019,996
19501019,999
19501020,987
19501020,991
19501020,1000
19501020,1002
19510517,983
19510518,982
19510518,985
19510519,982
19510520,979
19510520,980
19510521,976
19510521,978
19510522,973
19510523,984
19510524,994
19510804,999
19510805,996
19510815,999
19510816,992
19510817,971
19510817,978
19510819,976
19510819,982
19510821,988
19510821,989
19510822,968
19510822,968
19510822,972
19510822,982
19510903,992
19510903,993
19510904,1004
19510906,957
19510906,967
19510907,937
19510920,999
19511001,1003
19511003,979
19511003,982
19511004,975
19511005,972
19511006,963
19511014,1000
19511015,998
19511016,990
19511016,1000
19511016,1009
19511017,999
19520827,998
19520827,1003
19520828,1000
19520828,1000
19520828,1002
19520828,1003
19520829,999
19520830,983
19520830,992
19520901,1003
19520902,993
19520902,996
19520903,993
19520903,993
19520904,983
19520905,983
19520906,978
19520906,981
19520907,969
19520925,993
19520926,969
19520926,989
19520926,998
19520927,958
19520927,1001
19520927,1002
19520928,1001
19520929,1009
19520930,1008
19521007,995
19521008,968
19521009,1001
19521021,1003
19521022,993
19521023,942
19521024,934
19521024,940
19521025,991
19521025,991
19521027,994
19521126,992
19530530,1000
19530531,1003
19530601,997
19530602,996
19530602,999
19530606,994
19530812,1005
19530813,987
19530813,995
19530813,1002
19530814,973
19530829,1007
19530831,1008
19530902,944
19530903,929
19530904,942
19530905,945
19530906,962
19530909,1005
19530910,989
19530910,990
19530910,999
19530912,994
19530912,996
19530912,996
19530915,987
19530915,995
19530916,969
19530916,977
19530917,962
19530917,966
19530917,1004
19530924,1001
19530925,968
19531003,986
19531008,1002
19531010,989
19531011,997
19531124,999
19540528,1005
19540729,999
19540729,999
19540729,1002
19540826,1002
19540827,984
19540827,995
19540827,1002
19540828,975
19540828,981
19540830,962
19540831,955
19540831,955
19540831,957
19540831,960
19540831,970
19540901,987
19540901,992
19540902,994
19540907,992
19540907,995
19540907,1004
19540908,968
19540908,979
19540908,990
19540909,945
19540911,943
19540911,950
19540911,950
19540911,952
19540911,954
19540912,1001
19540916,1004
19540916,1004
19540917,1004
19540927,998
19541005,1002
19541006,998
19541006,998
19541007,994
19541007,997
19541008,986
19541013,972
19541014,974
19541015,938
19541015,938
19541015,970
19541016,982
19541016,988
19541118,1005
19541230,1007
19550102,991
19550102,991
19550103,999
19550104,1000
19550803,1004
19550805,985
19550806,968
19550807,944
19550807,952
19550808,944
19550808,944
19550809,959
19550809,961
19550810,970
19550810,972
19550811,973
19550811,977
19550811,978
19550811,1004
19550812,962
19550812,962
19550812,965
19550812,975
19550813,969
19550813,969
19550813,974
19550813,980
19550813,982
19550813,995
19550814,976
19550814,980
19550814,998
19550814,1002
19550814,1006
19550814,1010
19550815,973
19550815,973
19550815,1011
19550816,982
19550816,983
19550817,984
19550817,985
19550817,990
19550818,993
19550818,999
19550818,1001
19550818,1004
19550819,998
19550819,1001
19550819,1003
19550825,998
19550826,987
19550826,1004
19550827,992
19550827,993
19550828,990
19550828,991
19550830,967
19550904,989
19550905,971
19550905,975
19550905,996
19550905,996
19550905,997
19550906,967
19550906,977
19550908,975
19550909,976
19550912,996
19550912,1007
19550913,986
19550913,986
19550914,1000
19550914,1001
19550915,980
19550915,990
19550915,995
19550915,995
19550916,963
